Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic
APF,48,CULTURA,APF,048000,CULTURA,SECRETARIA DE CULTURA,048410003,DEPARTAMENTO DE COMITE,E-2023-00077949,SC/INDAUTOR/PSP/01592/2023,REALIZAR LA OPTIMIZACIÓN DE LAS TAREAS PROGRAMADAS MEDIANTE CÓDIGO DE PROGRAMACI,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-48-410-048410003-N-1717-2023,SERVICIOS,NACIONAL,,NO,NO,,,,2023-09-04 19:41:43,,,C-2023-00101595,SC/INDAUTOR/PSP/01592/2023,REALIZAR LA OPTIMIZACIÓN DE LAS TAREAS PROGRAMADAS MEDIANTE CÓDIGO DE PROGRAMACI,"REALIZAR LA OPTIMIZACIÓN DE LAS TAREAS PROGRAMADAS MEDIANTE CÓDIGO DE PROGRAMACIÓN PARA LA GENERACIÓN DE LOS BACKUP´S DE LOS DIFERENTES SISTEMAS INFORMÁTICOS ASÍ COMO LA CREACIÓN DE NUEVAS PLATAFORMAS Y DIGITALIZACIÓN DE TRÁMITES Y SERVICIOS, CON LA FINALIDAD DE COADYUVAR EN EL CUMPLIMIENTO DE LAS METAS DE LAS ÁREAS DEL INSTITUTO.",NO,PUBLICADO,01/09/2023,31/12/2023,2023-09-27 17:20:29,87776.41,MXN,NO,2023-A-A-NAC-A-C-48-I00-00035002,FORMALIZADO,2023-09-27 17:20:29,Cerrado,87776.41,,101820.64,,MXN,NO,,,87776.41,,,,,DAMA9305086F1,ANGEL ALBERTO DAUZON MARTINEZ,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/4d5c52e871404adcbd071f0e692246a4/procedimiento,TIC,Desarrollo de software,NINGUNA
APF,9,"INFRAESTRUCTURA, COMUNICACIONES Y TRANSPORTES",APF,009JZL,ASA,AEROPUERTOS Y SERVICIOS AUXILIARES,009JZL002,GERENCIA DE LICITACIONES,E-2023-00072319,LA-09-JZL-009JZL002-N-105-2023,SERVICIO DE RENOVACIÓN Y MANTENIMIENTO DE LICENCIAS DE SOFTWARE INSTITUCIONAL DE,32701,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-09-JZL-009JZL002-N-105-2023,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2023-08-11 22:29:28,2023-08-31 16:00:00,2023-09-07 20:00:00,C-2023-00105851,317-23-PA103-D31,SERVICIO DE RENOVACIÓN Y MANTENIMIENTO DE LICENCIAS DE SOFTWARE INSTITUCIONAL DE,"PARA ASA, EL MANTENIMIENTO Y ACTUALIZACIÓN DE LAS LICENCIAS Y PROGRAMAS DE SOFTWARE ES IMPRESCINDIBLE PARA MANTENER EL CORRECTO FUNCIONAMIENTO DE APLICATIVOS, LA ADMINISTRACIÓN DE LOS RECURSOS DE RED DE CÓMPUTO, ASÍ COMO DE LOS SERVICIOS ESPECIALIZADOS, QUE COADYUVAN AL CUMPLIMIENTO DE ACTIVIDADES Y FUNCIONES ENCOMENDADAS A LAS DIVERSAS ÁREAS DEL ORGANISMO, ADEMÁS DE CONTAR CON LAS MEJORAS OPERATIVAS QUE CADA FABRICANTE VA DESARROLLANDO.",NO,PUBLICADO,25/09/2023,26/12/2023,2023-09-22 18:34:42,741030.0,MXN,NO,2023-A-L-NAC-A-C-09-JZL-00037060,FORMALIZADO,2023-09-22 18:34:42,Cerrado,741030.0,,859594.8,,MXN,NO,,,741030.0,,,,,DAS030911UQ5,"DISTRIBUCION, ASESORIA Y SERVICIOS EN TECNOLOGIA SA DE CV",,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/7d2b94705b57473f807573d161c0e970/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006HIU,NAFIN,"NACIONAL FINANCIERA, S.N.C.",006HIU001,SUBGERENCIA DE ADQUISICIONES,E-2023-00076350,C-MAT-079-2023,"SERVICIO DE SUBSCRIPCIÓN, SOPORTE Y MANTENIMIENTO PARA LA AUTOMATIZACIÓN",33903,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-06-HIU-006HIU001-N-74-2023,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2023-09-07 20:54:34,2023-09-22 17:00:00,2023-09-25 23:00:00,C-2023-00113588,C-MAT-079-2023,"SERVICIO DE SUBSCRIPCIÓN, SOPORTE Y MANTENIMIENTO PARA LA AUTOMATIZACIÓN","SERVICIO DE SUBSCRIPCIÓN, SOPORTE Y MANTENIMIENTO PARA LA AUTOMATIZACIÓN DE PROCESOS INFORMÁTICOS Y CUMPLIMIENTO DE NIVELES DE SERVICIO APLICATIVOS; BASADO EN LA ÚLTIMA VERSIÓN DE AUTOSYS, HERRAMIENTA ACTUAL DE NAFIN",SI,PUBLICADO,01/10/2023,30/09/2024,2023-09-29 17:13:27,3428600.0,MXN,SI,2023-A-L-NAC-P-A-06-HIU-00037844,FORMALIZADO,2023-09-29 17:13:27,Abierto,3108800.0,,3428600.0,,MXN,SI,2023-A-L-NAC-P-A-06-HIU-00037844-0002,2024-12-18 00:00:00,3108800.0,3606208.0,3911200.0,4536992.0,2024-11-29 16:08:17,DAS030911UQ5,"DISTRIBUCION, ASESORIA Y SERVICIOS EN TECNOLOGIA SA DE CV",,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/23326b6d66eb4fc1a354a4b398f04217/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,10,ECONOMÍA,APF,010K2N,ESSA,"EXPORTADORA DE SAL, S.A. DE C.V.",010K2N001,GERENCIA DE ADQUISICIONES Y ALMACENES,E-2023-00133524,0020055680,SOFTWARE INSITE PRO,32701,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-10-K2N-010K2N001-N-432-2023,SERVICIOS,NACIONAL,,NO,NO,,,,2023-12-30 00:34:05,,,C-2023-00172393,4500088416,SOFTWARE INSITE PRO,RENOVACIÓN DE LICENCIAMIENTO SOFTWARE INSITE PRO,NO,PUBLICADO,26/12/2023,30/11/2024,,2729.48,USD,,,,,,,,,,,,,,,,,,,DCB940629LL9,DISTRIBUIDORA CUMMINS DE BAJA S DE RL DE CV,,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c3ea6d20b7b742bd8057a8f76b1525b9/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
APF,12,SALUD,APF,012NCE,INGER,INSTITUTO NACIONAL DE GERIATRIA,012NCE999,INSTITUTO NACIONAL DE GERIATRIA,E-2023-00025292,INGER-DG-DED-010-2023,ADQUISICIÓN DEL SOFTWARE ADOBE CREATIVE CLOUD Y CANVA PRO POR UN AÑO,32701,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-12-NCE-012NCE999-N-10-2023,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2023-04-10 20:29:06,,,C-2023-00024083,INGER-012-2023,ADQUISICIÓN DEL SOFTWARE ADOBE CREATIVE CLOUD Y CANVA PRO POR UN AÑO,ADQUISICIÓN DEL SOFTWARE ADOBE CREATIVE CLOUD Y CANVA PRO POR UN AÑO,NO,PUBLICADO,16/04/2023,31/12/2023,2023-05-04 09:47:04,25745.8,MXN,NO,2023-A-A-NAC-A-C-12-NCE-00013892,FORMALIZADO,2023-05-04 09:47:04,Cerrado,25745.8,,29865.13,,MXN,NO,,,25745.8,,,,,DCD090806GJ4,DISTRIBUIDOR COMPUTACIONAL DECO SA DE CV,422281,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/5b2a23778d7f43038b0aff404a16bbf0/procedimiento,TIC,Adquisición de licencias de software,Adobe
APF,50,INSTITUTO MEXICANO DEL SEGURO SOCIAL,APF,050GYR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR019,DA-UADQ-CABCS-DCAL,E-2023-00021703,SERVICIO DE DERECHO DE USO DE LICENCIAMIENTO TABLEAU,SERVICIO DE DERECHO DE USO DE LICENCIAMIENTO TABLEAU,32701,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-50-GYR-050GYR019-N-90-2023,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2023-03-31 20:02:56,2023-04-19 18:00:00,2023-04-28 23:30:00,C-2023-00034254,019N09023-001,SERVICIO DE DERECHO DE USO DE LICENCIAMIENTO TABLEAU,"EL SERVICIO PERMITIRÁ ADMINISTRAR LA PLATAFORMA DE INTELIGENCIA DE NEGOCIOS, QUE HACE QUE SEA MÁS FÁCIL EXPLORAR Y ADMINISTRAR LOS DATOS INSTITUCIONALES EN TODAS Y CADA UNA DE SUS LÍNEAS DE NEGOCIO TALES COMO LO RELATIVO AL EMPLEO Y SALARIO, EPIDEMIOLOGÍA, INCORPORACIÓN Y RECAUDACIÓN, PATRONES, ENTRE OTROS.",NO,PUBLICADO,02/05/2023,31/12/2023,2023-05-12 12:51:39,19504419.9,MXN,NO,2023-A-L-NAC-A-C-50-GYR-00015995,FORMALIZADO,2023-05-12 12:51:39,Cerrado,19504419.9,,22625127.08,,MXN,NO,,,19504419.9,,,,,DCO980302955,DATATEAM CONSULTING SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/d5c44d1a1210430aaaef1e9e62da1c24/procedimiento,TIC,Adquisición de licencias de software,Tableau
GEM,70,GUANAJUATO,GE,070044,FGEGUANAJUATO,FISCALÍA GENERAL DEL ESTADO DE GUANAJUATO,911056968,UNIDAD DE ADMINISTRACIÓN Y PRESUPUESTACIÓN ESTRATÉGICA,E-2023-00075587,FGEG-AIC-115-2023,SISTEMA AUTOMATIZADO PARA EXTRACCIÓN DE ADN,53101,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 41 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-70-044-911056968-N-2-2023,ADQUISICIONES,NACIONAL,,NO,NO,,36U002-FONDO PARA EL FORTALECIMIENTO DE LAS INSTITUCIONES DE SEGURIDAD PÚBLICA,,2023-08-24 16:02:46,,,C-2023-00096443,FGEG-AIC-115-2023,SISTEMA AUTOMATIZADO PARA EXTRACCIÓN DE ADN,"SISTEMA AUTOMATIZADO PARA EXTRACCIÓN DE ADN: 
MAXWELL RSC 48 PURIFICACIÓN DE ÁCIDOS NUCLEICOS EN 23 MINUTOS, PERMITIENDO QUE SE PUEDA ENFOCAR EN OTRAS ACTIVIDADES. PROVEE PURIFICACIÓN DE ÁCIDOS NUCLEICOS AUTOMATIZADA Y OPTIMIZA DE 1 HASTA 48 MUESTRAS DE MANERA SIMULTÁNEA. EL INSTRUMENTO MAXWELL RSC ESTA´ CONTROLADO POR UNA INTERFAZ GRÁFICA DE USUARIO QUE SE EJECUTA EN UNA TABLETA MICROSOFT SURFACE PRO 4 EN WINDOWS 10. EL INSTRUMENTO TIENE LA CAPACIDAD DE REGISTRAR E INFORMAR EL SEGUIMIENTO DE MUESTRAS Y LOS DATOS DE EJECUCIÓN DEL MÉTODO. EL SISTEMA DE VISIÓN INTEGRADO CON SU GRAN INDICADOR LED REDUCE LA POSIBILIDAD DE ERROR DEL USUARIO AL DETECTAR LA UBICACIÓN ADECUADA DEL CARTUCHO Y LE PERMITE SABER ANTES DE QUE COMIENCE UNA EJECUCIÓN SI HAY UN PROBLEMA. UN LECTOR DE CÓDIGO DE BARRAS INTEGRADO QUE FACILITA EL SEGUIMIENTO DE MUESTRAS. MARCA PROMEGA, NO. DE CATÁLOGO AS8500.
INCLUYE 75 KITS DE MAXWELL FSC DNA IQ CASEWORK KIT AS1550",NO,PUBLICADO,28/08/2023,29/12/2023,2023-08-28 10:13:54,2400000.0,MXN,NO,2023-A-A-NAC-A-C-70-044-00033472,FORMALIZADO,2023-08-28 10:13:54,Cerrado,2400000.0,,2784000.0,,MXN,NO,,,2400000.0,,,,,DCZ9901191L1,DISTRIBUIDORA COMERCIAL ZOGBI SA DE CV,43999,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/0ddc899b205d4c64a4f27aabce716265/procedimiento,TIC,Servicios de nube o virtualización,Microsoft
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006HIU,NAFIN,"NACIONAL FINANCIERA, S.N.C.",006HIU998,FIDEICOMISO NO 80595 PROGRAMA DE VENTA DE TÍTULOS EN DIRECTO AL PÚBLICO (CETESDIRECTO) FIDUCIA,E-2023-00089597,SERVIDOR DE MEDIO DESEMPEÑO PARA AMBIENTE VIRTUALIZADO Y UNIDAD DE ALMACENAMIENT,SERVIDOR DE MEDIO DESEMPEÑO PARA AMBIENTE VIRTUALIZADO Y UNIDAD DE ALMACENAMIENT,32301,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",ARRENDAMIENTO DE EQUIPO PARA CENTRO DE DATOS,NO,,,,,IA-06-HIU-006HIU998-N-66-2023,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2023-09-28 21:51:43,2023-10-18 22:00:00,2023-10-25 19:30:00,C-2023-00138482,54/2023,SERVIDOR DE MEDIO DESEMPEÑO PARA AMBIENTE VIRTUALIZADO Y UNIDAD DE ALMACENAMIENT,"SERVICIO ADMINISTRADO DE 1 SERVIDOR DE MEDIO DESEMPEÑO PARA AMBIENTE VIRTUALIZADO Y UNIDAD DE ALMACENAMIENTO TIPO NAS PARA RESPALDO, CON INSTALACIÓN, CONFIGURACIÓN Y PUESTA A PUNTO.",SI,PUBLICADO,08/11/2023,31/07/2025,2023-11-08 18:29:35,544611.25,MXN,NO,2023-A-I-NAC-P-C-06-HIU-00048034,FORMALIZADO,2023-11-08 18:29:35,Cerrado,544611.25,,631749.05,,MXN,NO,,,544611.25,,,,,DDI951027KV4,DATAVISION DIGITAL SA DE CV,4690,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/81efc0cf2dff47128d660647e1abf497/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,13,MARINA,APF,013000,SEMAR,SECRETARIA DE MARINA,013000999,DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,E-2023-00132571,NAC 13-1750/23,NAC 13-1750/23 REQ 2390 INFO122 SERVICIOS DE DESARROLLO DE APLICACIONES INFORMAT,33301,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-13-312-013000999-N-1602-2023,SERVICIOS,NACIONAL,,NO,NO,,,,2023-12-22 16:47:49,,,C-2023-00168416,NAC 13-1750/23,NAC 13-1750/23 REQ 2390 INFO122 SERVICIOS DE DESARROLLO DE APLICACIONES INFORMAT,SERVICIOS DE DESARROLLO DE APLICACIONES INFORMATICAS,NO,PUBLICADO,13/10/2023,18/10/2023,,692000.0,MXN,,,,,,,,,,,,,,,,,,,DDP121221PJ7,"DISEÑO, DESARROLLO Y PRODUCCION EN TECNOLOGIAS SA DE CV",,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/0755c1aa06674574b281289e66af9661/procedimiento,TIC,Desarrollo de software,NINGUNA
APF,13,MARINA,APF,013000,SEMAR,SECRETARIA DE MARINA,013000999,DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,E-2024-00000040,NAC 13-1881/23,NAC 13-1881/23 REQ 2537 INFO127 SERVICIOS DE DESARROLLO DE APLICACIONES INFORMAT,33301,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-13-312-013000999-N-1671-2023,SERVICIOS,NACIONAL,,NO,NO,,,,2024-01-02 16:32:22,,,C-2024-00000066,NAC 13-1881/23,NAC 13-1881/23 REQ 2537 INFO127 SERVICIOS DE DESARROLLO DE APLICACIONES INFORMAT,SERVICIOS DE DESARROLLO DE APLICACIONES INFORMATICAS,NO,PUBLICADO,13/10/2023,23/10/2023,,243000.0,MXN,,,,,,,,,,,,,,,,,,,DDP121221PJ7,"DISEÑO, DESARROLLO Y PRODUCCION EN TECNOLOGIAS SA DE CV",,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/d552718caffc48e3a2583f782b4ba57b/procedimiento,TIC,Desarrollo de software,NINGUNA
APF,7,DEFENSA NACIONAL,APF,007000,SEDENA,SECRETARIA DE LA DEFENSA NACIONAL,007000999,SUBDIRECCIÓN DE ADQUISICIONES,E-2023-00043406,LA-007000999-SAIT111-2023,ADQ. REFACC. PARA EL SISTEMA DE RADCOM. VHF REDESS ADMINISTRATIVAS,"21401, 24601, 27301, 29901",LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-07-110-007000999-I-447-2023,ADQUISICIONES,INTERNACIONAL ABIERTO,ELECTRÓNICA,NO,NO,,,,2023-06-06 22:32:31,2023-06-28 15:00:00,2023-07-13 16:00:00,C-2023-00073748,D.G.ADMON.SAIT-222/P/2023,ADQ. REFACC. PARA EL SISTEMA DE RADCOM. VHF REDESS ADMINISTRATIVAS,ADQ. REFACC. PARA EL SISTEMA DE RADCOM. VHF REDESS ADMINISTRATIVAS,NO,PUBLICADO,13/07/2023,31/12/2023,2023-08-03 09:31:48,203109.5,MXN,NO,2023-A-L-INA-A-C-07-110-00026089,FORMALIZADO,2023-08-03 09:31:48,Cerrado,203109.5,,235607.02,,MXN,NO,,,203109.5,,,,,DGI1705082Y3,DISTRIBUIDORA GARRI IDOZ SA DE CV,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c7660a50484e49bea53518ecda1690d2/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,13,MARINA,APF,013J3B,	ASIPONA-MANZANILLO,"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL MANZANILLO, S.A. DE C.V.",013J3B001,MANZANILLO-GERENCIA DE ADMINISTRACION Y FINANZAS,E-2023-00095838,ASIPONA-MAN-PSP-61-23,SERVICIO DE DIAGNÓSTICO Y MONITOREO DE CIBERSEGURIDAD A LA INFRAESTRUCTURA Y SIS,33901,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-13-J3B-013J3B001-N-134-2023,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2023-10-12 00:02:19,2023-10-31 22:00:00,2023-11-07 22:00:00,C-2023-00142651,ASIPONA-MAN-PSP-61-23,SERVICIO DE DIAGNÓSTICO Y MONITOREO DE CIBERSEGURIDAD A LA INFRAESTRUCTURA Y SIS,"SERVICIO DE DIAGNÓSTICO Y MONITOREO DE CIBERSEGURIDAD A LA INFRAESTRUCTURA Y SISTEMAS DE ASIPONA MANZANILLO Y PIS, A TRAVÉS DE LA EJECUCIÓN DE UNA ESTRATEGIA DE SEGURIDAD DE LA INFORMACIÓN, QUE INCLUYE LA IMPLEMENTACIÓN DE CONTROLES TÉCNICOS QUE PERMITAN CUMPLIR LOS OBJETIVOS GENERALES, PARA ALCANZAR UN NIVEL DE SEGURIDAD DEFINIDO",SI,PUBLICADO,10/11/2023,15/11/2024,2023-11-10 00:00:00,3410200.0,MXN,NO,2024-A-I-NAC-P-C-13-J3B-00046440,FORMALIZADO,2023-11-10 00:00:00,Cerrado,3410200.0,,3955832.0,,MXN,NO,,,3410200.0,,,,,DGX090901SS2,DGXSECURE SC,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/68c198a766864e77b7dfeb48c4319e55/procedimiento,TIC,Ciberseguridad,NINGUNA
APF,51,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,APF,051GYN,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,051GYN905,SUBDIRECCION DE ADMINISTRACION,E-2023-00003893,SF-AD-01-08/2023,APOYO EN LA REVISIÓN DE INFORMACIÓN CONTABLE PROVENIENTE DEL APLICATIVO QLIKVIEW,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-51-GYN-051GYN905-N-121-2023,SERVICIOS,NACIONAL,,NO,NO,,,,2023-02-02 22:32:55,,,C-2023-00002079,SF-AD-01-08/2023,APOYO EN LA REVISIÓN DE INFORMACIÓN CONTABLE PROVENIENTE DEL APLICATIVO QLIKVIEW,APOYO EN LA REVISIÓN DE INFORMACIÓN CONTABLE PROVENIENTE DEL APLICATIVO QLIKVIEW Y LA INTEGRACIÓN DE INFORMACIÓN REQUERIDA POR LOS ÓRGANOS REGULADORES Y FISCALIZADORES,NO,PUBLICADO,03/01/2023,31/12/2023,2023-02-08 10:47:32,317205.0,MXN,NO,2023-A-A-NAC-A-C-51-GYN-00002387,FORMALIZADO,2023-02-08 10:47:32,Cerrado,317205.0,,367957.8,,MXN,NO,,,317205.0,,,,,DIBH900522TU0,HUGO DANIEL DIAZ BARRON,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c19332d6d93b429ebdd1944e528a998f/procedimiento,TIC,Mantenimiento de software institucional,Qlik
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006HIU,NAFIN,"NACIONAL FINANCIERA, S.N.C.",006HIU998,FIDEICOMISO NO 80595 PROGRAMA DE VENTA DE TÍTULOS EN DIRECTO AL PÚBLICO (CETESDIRECTO) FIDUCIA,E-2023-00005656,"AD QLIK VIEW, QLIKSENSE Y REPORTES REGULATORIOS","SOP. TÉCNICO LICENCIAS DE SOFTWARE QLIK VIEW, QLIKSENSE Y REPORTES REGULATORIOS",33304,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-06-HIU-006HIU998-N-6-2023,SERVICIOS,NACIONAL,,NO,NO,,,,2023-02-10 01:59:16,,,C-2023-00006693,6/2023,"SOP. TÉCNICO LICENCIAS DE SOFTWARE QLIK VIEW, QLIKSENSE Y REPORTES REGULATORIOS","SERVICIO DE SOPORTE TÉCNICO DE LICENCIAS DEL SOFTWARE QLIKVIEW, QLIKSENSE, Y SOPORTE Y MANTENIMIENTO DE REPORTES REGULATORIOS",SI,PUBLICADO,03/03/2023,02/03/2024,2023-02-27 19:00:32,474784.83,MXN,NO,2023-A-A-NAC-P-A-06-HIU-00004261,FORMALIZADO,2023-02-27 19:00:32,Abierto,298366.83,,474784.83,,MXN,NO,,,,,,,,DIQ090819RK7,DATA IQ SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/f06e6487f3d04e55b2521f9d172b1a3b/procedimiento,TIC,Adquisición de licencias de software,Qlik
