Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic,Estado
APF,13,MARINA,APF,013J2T,ASIPONA-MAZATLÁN,"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL MAZATLAN, S.A. DE C.V.",013J2T001,MAZATLAN-DIRECCION GENERAL,E-2025-00021992,ASIPONAMAZ-AAS-AD-031-2025,SERVICIO DE MANTENIMIENTO EVOLUTIVO DEL SISTEMA INTEGRAL DE INFORMACIÓN PORTUARI,33301,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 41 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-13-J2T-013J2T001-N-44-2025,SERVICIOS,NACIONAL,,NO,NO,,,,12/03/2025 18:34,,31/01/2025 00:00,C-2025-00021916,ASIPONAMAZ-AAS-AD-031-2025,SERVICIO DE MANTENIMIENTO EVOLUTIVO DEL SISTEMA INTEGRAL DE INFORMACIÓN PORTUARI,SERVICIO DE MANTENIMIENTO EVOLUTIVO DEL SISTEMA INTEGRAL DE INFORMACIÓN PORTUARIA (SIIP),NO,PUBLICADO,01/02/2025,31/12/2025,18/03/2025 19:03,443520,MXN,NO,2025-A-A-NAC-A-A-13-J2T-00016008,FORMALIZADO,18/03/2025 19:03,Abierto,316000,366560,443520,514483.2,MXN,NO,,,,,,,,SIT060201E24,SERVICIOS INTEGRADOS EN TECNOLOGIA DE INFORMACION SA DE CV,94227,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/1ad51cbbbf7540ec8150442e222843f1/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
APF,10,ECONOMÍA,APF,010K2O,FIFOMI,FIDEICOMISO DE FOMENTO MINERO,010K2O001,"DIRECCION DE CREDITO, FINANZAS Y ADMINISTRACION",E-2025-00014589,FFM-XXX-2025,ACTUALIZACIÓN Y NUEVAS VERSIONES DEL SOFTWARE SAP (ENTERPRISE SUPPORT),33304,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 41 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-10-K2O-010K2O001-N-20-2025,SERVICIOS,NACIONAL,,NO,NO,,,,21/02/2025 19:47,,31/03/2025 00:00,C-2025-00029492,FFM-016-2025,ACTUALIZACIÓN Y NUEVAS VERSIONES DEL SOFTWARE SAP (ENTERPRISE SUPPORT),ACTUALIZACIÓN Y NUEVAS VERSIONES DEL SOFTWARE SAP (ENTERPRISE SUPPORT),NO,PUBLICADO,01/04/2025,31/12/2025,,117964.88,USD,,,,,,,,,,,,,,,,,,,SME940408510,SAP MEXICO SA DE CV,5284,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/89a3e8e6dba24c0ba568c41eb0ada9c9/procedimiento,TIC,Adquisición de licencias de software,Sap,
APF,18,ENERGÍA,APF,018T0K,INEEL,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGIAS LIMPIAS,018T0K001,DEPARTAMENTO DE ADQUISICIONES,E-2025-00019252,/E/AR/21547,21547_SOPORTE TÉCNICO ESPECIALIZADO EN APLICACIONES RELACIONADAS CON LA CONSOLA,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-18-T0K-018T0K001-N-23-2025,SERVICIOS,NACIONAL,,NO,NO,,,,05/03/2025 22:46,,07/03/2025 00:00,C-2025-00019979,SOPEÑA/E/AR/21547,21547_SOPORTE TÉCNICO ESPECIALIZADO EN APLICACIONES RELACIONADAS CON LA CONSOLA,SOPORTE TÉCNICO ESPECIALIZADO EN APLICACIONES RELACIONADAS CON LA CONSOLA DE ADMINISTRACIÓN DEL SIM Y APLICACIONES DEL MERCADO ELÉCTRICO MAYORISTA PARA LAS PLATAFORMAS X4 Y X7 DEL CENACE.,NO,PUBLICADO,10/03/2025,31/12/2025,07/03/2025 17:26,372702.81,MXN,NO,2025-A-A-NAC-A-C-18-T0K-00014161,FORMALIZADO,07/03/2025 17:26,Cerrado,372702.81,,432335.26,,MXN,NO,,,372702.81,,,,,SOZL830207B51,LUIS FERNANDO SOPEÑA ZAFRA,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/93d63af77a71446d9b85d6b405a5f12b/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
APF,43,INSTITUTO FEDERAL DE TELECOMUNICACIONES,APF,43000,IFT,INSTITUTO FEDERAL DE TELECOMUNICACIONES,43240999,DIRECCION DE PROCEDIMIENTOS DE ADQUISICIONES,E-2025-00009104,IFT/AD/CAAS/003/25,RENOVACIÓN DE PLATAFORMA DE FIRMA ELECTRÓNICA,33301,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 41 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-43-240-043240999-N-12-2025,SERVICIOS,NACIONAL,,NO,NO,,,,30/01/2025 16:04,,04/11/2024 00:00,C-2025-00006255,IFT/AD/CAAS/003/25,RENOVACIÓN DE PLATAFORMA DE FIRMA ELECTRÓNICA,"PRESTACIÓN DEL SERVICIO DE RENOVACIÓN DE PLATAFORMA DE FIRMA ELECTRÓNICA AVANZADA, A TRAVÉS DEL DERECHO DE USO DEL SOFTWARE SEGURISIGN, EN LA INFRAESTRUCTURA TECNOLÓGICA DEL IFT, QUE SE INTEGRA DE LOS COMPONENTES SIGUIENTES:
1.	PÓLIZA DE SOPORTE TÉCNICO Y MANTENIMIENTO.
2.	DESARROLLO E IMPLEMENTACIÓN DE NUEVOS REQUERIMIENTOS FUNCIONALES PARA EL IFT.
3.	FIRMA DE DOCUMENTOS.
4.	MIGRACIÓN DE INSTANCIA EN ALTA DISPONIBILIDAD COMO PARTE DEL PLAN DE RECUPERACIÓN DE DESASTRES DEL IFT.",NO,PUBLICADO,01/01/2025,31/12/2025,,1405867,MXN,,,,,,,,,,,,,,,,,,,SPR961217NK9,SEGURIDATA PRIVADA SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/168bf490bac049508ad7b9371dad02fc/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
GEM,73,JALISCO,GE,73004,COBAEJ,COLEGIO DE BACHILLERES,914023974,DEPARTAMENTO DE ADQUISICIONES Y CONTROL PATRIMONIAL,E-2025-00010214,AA-73-004-914023974-N-2-2025,"SERVICIO DE SERVIDORES VIRTUALES EN NUBE PARA EL SISTEMA DE ADMINISTRACIÓN""",31904,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-73-004-914023974-N-2-2025,SERVICIOS,NACIONAL,,NO,NO,,11U006-S ORG DESCENT ESTATALES,,07/02/2025 16:04,,23/01/2025 00:00,C-2025-00008318,abr-25,SERVICIO DE SERVIDORES VIRTUALES EN NUBE PARA EL SISTEMA DE ADMINISTRACIÓN DE M,"EL OBJETIVO ES ADQUIRIR UNA MÁQUINA VIRTUAL EN LA NUBE PARA IMPLEMENTAR UN AULA VIRTUAL MOODLE QUE PERMITA CONEXIONES CONCURRENTES PARA TODA LA COMUNIDAD EDUCATIVA. SE DEBE DEFINIR CUIDADOSAMENTE LOS REQUISITOS DE HARDWARE, ELEGIR UNA PLATAFORMA EN LA NUBE ADECUADA, CONFIGURAR LA MÁQUINA VIRTUAL CON ESPECIFICACIONES APROPIADAS, ASEGURAR UN ALMACENAMIENTO ADECUADO CON RESPALDOS AUTOMÁTICOS, ESTABLECER CONFIGURACIONES DE RED SEGURAS, CONSIDERAR LA ESCALABILIDAD FUTURA, IMPLEMENTAR MEDIDAS DE SEGURIDAD, ESTABLECER PROCEDIMIENTOS DE MONITOREO Y MANTENIMIENTO, Y DOCUMENTAR TODO EL PROCESO PARA UNA GESTIÓN EFICIENTE DURANTE EL TIEMPO QUE DURE EL CONTRATO. EN UNA ENTREGA TOTAL EN OFICINAS CENTRALES DE COBAEJ, CALLE PEDRO MORENO #1491 BAJO UN CONTRATO CERRADO EL DÍA 6 DE DICIEMBRE 2024.",NO,PUBLICADO,04/02/2025,28/02/2025,,220400.75,MXN,,,,,,,,,,,,,,,,,,,SSI071203V58,SOLUCIONES Y SERVICIOS INTEGRALES TELCO SA DE CV,PM_NAL2023_0002655,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0748c6ff4f04d04b58787ea39854003/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA,
APF,47,ENTIDADES NO SECTORIZADAS,APF,047AYI,PRODECON,PROCURADURIA DE LA DEFENSA DEL CONTRIBUYENTE,006AYI999,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,E-2025-00008313,00005/2025,"SERVICIO INTEGRAL PARA LA CONTINUIDAD OPERATIVA DEL CONTROL DE ACCESO,",33903,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-47-AYI-006AYI999-N-40-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,24/01/2025 01:22,07/02/2025 16:00,11/02/2025 19:00,C-2025-00009614,PRODECON/SG/DGA/C06/2025,"SERVICIO INTEGRAL PARA LA CONTINUIDAD OPERATIVA DEL CONTROL DE ACCESO,","SERVICIO INTEGRAL PARA LA CONTINUIDAD OPERATIVA DEL CONTROL DE ACCESO, ASISTENCIA Y VIDEOVIGILANCIA DE LA PRODECON",NO,PUBLICADO,12/02/2025,31/12/2025,26/02/2025 12:17,6848516,MXN,NO,2025-A-L-NAC-A-C-47-AYI-00009997,FORMALIZADO,26/02/2025 12:17,Cerrado,6848516,,7944278.56,,MXN,NO,,,6848516,,,,,SST060307R37,SYSTEMTECH SISTEMAS TECNOLOGICOS SA DE CV,,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e2ea4fc58bf24d199408b3f4c3a77c7f/procedimiento,TIC,Videovigilancia inteligente (CCTV integrado con software o infraestructura TIC),NINGUNA,
APF,11,EDUCACIÓN PÚBLICA,APF,011L6J,CONALITEG,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,011L6J001,DIRECCION DE RECURSOS MATERIALES Y SERVICIOS GENERALES,E-2025-00009887,E-2025-00009887,SERVICIO DE SOFTWARE INTELIGOV GOBIERNO SIN PAPEL,32701,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-L6J-011L6J001-N-14-2025,SERVICIOS,NACIONAL,,NO,NO,,,,04/02/2025 22:17,,04/02/2025 00:00,C-2025-00007467,5100002817,SERVICIO DE SOFTWARE INTELIGOV GOBIERNO SIN PAPEL,"SERVICIO DE SOFTWARE INTELIGOV GOBIERNO SIN PAPEL EN ESQUEMA SOFTWARE COMO SERVICIO (SAAS), PARA EL USO DEL SISTEMA INTEGRAL DE GESTIÓN Y FIRMA ELECTRÓNICA (SIGFE) CORRESPONDIENTE A 110 USUARIOS 2025.",NO,PUBLICADO,04/02/2025,31/12/2025,14/02/2025 14:38,288200,MXN,NO,2025-A-A-NAC-A-C-11-L6J-00005190,FORMALIZADO,14/02/2025 14:38,Cerrado,288200,,334312,,MXN,NO,,,288200,,,,,STI020718EL0,SIDIMEX TECNOLOGIAS DE INFORMACION SA DE CV,33474,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/17108015982b4c03ab303037ae4024e7/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
GEM,85,SONORA,GE,085W83,ITSON,INSTITUTO TECNOLÓGICO DE SONORA,926014991,DEPARTAMENTO DE ADQUISICIONES,E-2024-00114001,AA-85-W83-926014991-N-21-2025,RENOVACIÓN DEL SERVICIO EN LA NUBE DE AMAZON WEB SERVICES (AWS) S3,32701,LAASSP,ADJUDICACIÓN DIRECTA POR LICITACIONES PÚBLICAS DESIERTAS,ART. 41 FR. VII,"SE HAYA DECLARADO DESIERTA UNA LICITACIÓN PÚBLICA, SIEMPRE QUE SE MANTENGAN LOS REQUISITOS ESTABLECIDOS EN LA CONVOCATORIA.",,NO,,,,,AA-85-W83-926014991-N-21-2025,SERVICIOS,NACIONAL,,NO,NO,,11U006-S ORG DESCENT ESTATALES,,12/12/2024 18:44,,15/11/2024 00:00,C-2024-00147937,24-233,RENOVACIÓN DEL SERVICIO EN LA NUBE DE AMAZON WEB SERVICES (AWS) S3,RENOVACIÓN DEL SERVICIO EN LA NUBE DE AMAZON WEB SERVICES (AWS) S3,NO,PUBLICADO,01/01/2025,31/12/2025,,316300,MXN,,,,,,,,,,,,,,,,,,,TCO0009128J1,TRIARA.COM SA DE CV,17742,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/d62b1cd7a47544beb1652a1d81d7f29f/procedimiento,TIC,Servicios de nube o virtualización,Amazon,
GEM,70,GUANAJUATO,GE,070Q94,UGTO,UNIVERSIDAD DE GUANAJUATO,911043999,DEPARTAMENTO DE ADQUISICIONES Y CONTROL DE BIENES,E-2024-00106230,"LPN LICENCIAMIENTOS, POLIZAS, MANTENIMIENTO","LICENCIAS, PÓLIZAS DE SOPORTE A INFRAESTRUCTURA Y SERVICIOS DE MANTENIMIENTO","31701, 59101, 59700",LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-70-Q94-911043999-N-2-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,11U006-S ORG DESCENT ESTATALES,,13/11/2024 15:49,28/11/2024 15:00,10/12/2024 21:00,C-2024-00149088,UG-FED-LA-N-2-101-2024,"LICENCIAS, PÓLIZAS DE SOPORTE A INFRAESTRUCTURA Y SERVICIOS DE MANTENIMIENTO","RENOVACIÓN DE SOPORTE VMWARE VSPHERE, VMWARE VCENTER, VMWARE FUSIÓN PRO, VMWARE NSX-T Y VMWARE VRNI",NO,PUBLICADO,01/01/2025,31/12/2025,,1698458,MXN,,,,,,,,,,,,,,,,,,,TCO0009128J1,TRIARA.COM SA DE CV,17742,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/0369bf2ef4cc4ff99142c0160bdfa3a4/procedimiento,TIC,Adquisición de licencias de software,NINGUNA,
GEM,70,GUANAJUATO,GE,070Q94,UGTO,UNIVERSIDAD DE GUANAJUATO,911043999,DEPARTAMENTO DE ADQUISICIONES Y CONTROL DE BIENES,E-2024-00106230,"LPN LICENCIAMIENTOS, POLIZAS, MANTENIMIENTO","LICENCIAS, PÓLIZAS DE SOPORTE A INFRAESTRUCTURA Y SERVICIOS DE MANTENIMIENTO","31701, 59101, 59700",LAASSP,ADJUDICACIÓN DIRECTA POR LICITACIONES PÚBLICAS DESIERTAS,ART. 41 FR. VII,"SE HAYA DECLARADO DESIERTA UNA LICITACIÓN PÚBLICA, SIEMPRE QUE SE MANTENGAN LOS REQUISITOS ESTABLECIDOS EN LA CONVOCATORIA.",,NO,,,,,AA-70-Q94-911043999-N-4-2025,SERVICIOS,NACIONAL,,NO,NO,,11U006-S ORG DESCENT ESTATALES,,26/03/2025 21:35,,13/12/2024 00:00,C-2025-00019573,UG-FED-AD-103-2024,"LICENCIAS, PÓLIZAS DE SOPORTE A INFRAESTRUCTURA Y SERVICIOS DE MANTENIMIENTO",RENOVACIÓN DE PÓLIZA DE SOPORTE Y ACTUALIZACIONES DE RED-HAT ENTERPRISE LINUX. DEL 1 DE ENERO DE 2025 AL 31 DE DICIEMBRE DE 2025,NO,PUBLICADO,01/01/2025,31/12/2025,,147466,MXN,,,,,,,,,,,,,,,,,,,TCO0009128J1,TRIARA.COM SA DE CV,17742,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/6cb5d911bae54e0c9bb2b64371792b5e/procedimiento,TIC,Adquisición de licencias de software,NINGUNA,
APF,18,ENERGÍA,APF,1.80E+01,CONUEE,COMISION NACIONAL PARA EL USO EFICIENTE DE LA ENERGIA,018E00999,DIRECCION GENERAL ADJUNTA DE ADMINISTRACION Y FINANZAS,E-2025-00018275,PROCEDIMIENTO 05-2025,SERVICIO DE SOPORTE A LA OPERACIÓN DE LAS COMUNICACIONES Y CONECTIVIDAD,31701,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-18-E00-018E00999-N-11-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,11/03/2025 20:54,26/03/2025 17:00,31/03/2025 17:00,C-2025-00031857,CONTRATO CONUEE 11/2025,SERVICIO DE SOPORTE A LA OPERACIÓN DE LAS COMUNICACIONES Y CONECTIVIDAD,SERVICIO DE SOPORTE A LA OPERACIÓN DE LAS COMUNICACIONES Y CONECTIVIDAD DE LA CONUEE (CORREO ELECTRÓNICO),NO,PUBLICADO,01/04/2025,31/12/2025,,392040,MXN,,,,,,,,,,,,,,,,,,,TCO0009128J1,TRIARA.COM SA DE CV,17742,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/aea1b761f60b45029f41c2586f31de53/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA,
APF,11,EDUCACIÓN PÚBLICA,APF,011B01,ONCETV,XE-IPN CANAL 11,011B01001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00116994,2501168/SRMYS/9668/24,COORDINADOR TÉCNICO DE POSTPRODUCCIÓN (INGENIERIA),33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-11-B01-011B01001-N-610-2025,SERVICIOS,NACIONAL,,NO,NO,,,,24/12/2024 21:38,,18/12/2024 00:00,C-2024-00151575,XEIPN-0165-25,COORDINADOR TÉCNICO DE POSTPRODUCCIÓN (INGENIERIA),"ATENDER LOS REQUERIMIENTOS DE PROVISIÓN DE LOS SERVICIOS DE POSTPRODUCCIÓN PRESENTADOS POR LAS DIVERSAS PRODUCCIONES DE LA EMISORA, PARA VALORAR LAS ESPECIFICACIONES Y/O CARACTERÍSTICAS NECESARIAS EN LA REALIZACIÓN DE LOS MISMOS. ESTABLECER LOS PROCEDIMIENTOS Y ESTÁNDARES TÉCNICOS REQUERIDOS EN LA PROVISIÓN DE LOS SERVICIOS DE POSTPRODUCCIÓN A LAS DIVERSAS PRODUCCIONES DE EL ONCE. EJECUTAR LOS PROCEDIMIENTOS LOGÍSTICOS Y TÉCNICOS DE CONFORME A LOS REQUERIMIENTOS DE POSTPRODUCCIÓN DE AUDIO Y VIDEO, EDICIÓN, CLOSED CAPTION Y MANTENIMIENTO PREVENTIVO PRESENTADOS POR LAS DIVERSAS PRODUCCIONES DE LA EMISORA, PARA BRINDAR LA ATENCIÓN REQUERIDA DE ACUERDO CON LOS ESTÁNDARES SOLICITADOS. DESARROLLAR ACCIONES ESPECÍFICAS DE MANTENIMIENTO PREVENTIVO A LOS SISTEMAS NO LINEALES Y DE ALMACENAMIENTO CENTRALIZADO, CONFORME A LOS PROGRAMAS DE SERVICIO ESTABLECIDOS, PARA COADYUVAR A LA CONTINUIDAD OPERATIVA DE LA INFRAESTRUCTURA DEL ÁREA. COORDINAR ACCIONES DE REVISIÓN A LOS PROCEDIMIENTOS OPERATIVOS DE POSTPRODUCCIÓN DE AUDIO Y VIDEO, EDICIÓN, CLOSED CAPTION Y MANTENIMIENTO PREVENTIVO, PARA CORROBORAR SU ADECUADA EJECUCIÓN, CONFORME A LOS ESTÁNDARES Y ESPECIFICACIONES TÉCNICAS EN EL RUBRO. CONSOLIDAR INFORMACIÓN ESPECÍFICA, DERIVADA DEL DESARROLLO DE LAS ACTIVIDADES ENCOMENDADAS, ASÍ COMO PRESENTAR REPORTES TÉCNICOS SOBRE LOS SERVICIOS BRINDADOS. PRESENTAR PROPUESTAS RELATIVAS A LA ACTUALIZACIÓN Y/O ADQUISICIÓN DE EQUIPOS Y/O HERRAMIENTAS TECNOLÓGICAS NECESARIAS EN EL DESARROLLO DE LOS PROCESOS DEL ÁREA",NO,PUBLICADO,01/01/2025,30/06/2025,27/12/2024 10:52,103125,MXN,NO,2024-A-A-NAC-A-A-11-B01-00071209,FORMALIZADO,27/12/2024 10:52,Abierto,103125,103125,247500,247500,MXN,NO,,,,,,,,TEAA891018FZ5,ANA CARMEN TEJEDA ALOR,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/126dd33616ed4723a22c5eb7a9791390/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA,
APF,32,TRIBUNAL FEDERAL DE JUSTICIA ADMINISTRATIVA,APF,32000,TFJA,TRIBUNAL FEDERAL DE JUSTICIA ADMINISTRATIVA,32000001,DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,E-2024-00107135,ITP-N-11-2025,RENOVACIÓN DEL SOFTWARE ITSM PARA MESA DE SERVICIOS,32701,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-32-412-032000001-N-11-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,12/11/2024 00:30,21/11/2024 17:00,27/11/2024 23:00,C-2024-00147685,TFJA-SOA-DGRMSG-019/2025,RENOVACIÓN DEL SOFTWARE ITSM PARA MESA DE SERVICIOS,"SE REQUIERE LA RENOVACIÓN DEL LICENCIAMIENTO DE ITSM EN SU MÓDULO DE MESA DE SERVICIOS, PARA PODER RECIBIR ACTUALIZACIONES DE FUNCIONALIDAD, SEGURIDAD Y PARA LA MODIFICACIÓN DE LOS PROCESOS CONFIGURADOS.",NO,PUBLICADO,01/01/2025,31/12/2026,,1347077.89,MXN,,,,,,,,,,,,,,,,,,,THE8701087R8,"TECNOPROGRAMACION HUMANA ESPECIALIZADA EN SISTEMAS OPERATIVOS, S.A. DE C.V.",12726,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e5e07b8b53a44903a401506bc666cd7b/procedimiento,TIC,Adquisición de licencias de software,NINGUNA,
