Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic
APF,12,SALUD,APF,012NDY,INSP,INSTITUTO NACIONAL DE SALUD PUBLICA,012NDY001,DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,E-2024-00032365,DAF/SGYM0493/2024,SERVICIO PROFESIONAL PARA EL PROCESO DE REGISTRO DEL GASTO EN MATERIA,33104,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-12-NDY-012NDY001-N-135-2024,SERVICIOS,NACIONAL,,NO,NO,,,,08/04/2024 20:46,,,C-2024-00037779,DAF/SGYM0493/2024,SERVICIO PROFESIONAL PARA EL PROCESO DE REGISTRO DEL GASTO EN MATERIA,"SERVICIO PROFESIONAL PARA EL PROCESO DE REGISTRO DEL GASTO EN MATERIA PRESUPUESTAL EN LA GENERACIÓN, CAPTURA Y SEGUIMIENTO DE BENEFICIARIOS, COMPROMISOS, CUENTAS POR LIQUIDAR CERTIFICADAS EN LOS SISTEMAS SICOP, SIAFF Y NAV DERIVADO DEL DESARROLLO DEL PROYECTO ENSANUT CONTINUA 2024 CLASIFICADO DENTRO DEL PROGRAMA PRESUPUESTARIO E022.",NO,PUBLICADO,08/04/2024,31/12/2024,12/04/2024 13:34,164482.76,MXN,NO,2024-A-A-NAC-A-C-12-NDY-00019363,FORMALIZADO,12/04/2024 13:34,Cerrado,164482.76,,190800.0,,MXN,NO,,,164482.76,,,,,EARO920922JM3,OSCAR ESTRADA RAMIREZ,,MX,MEXICANA,NO,MICRO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/a3ec62125694430ab8f42f990069b171/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,11,EDUCACIÓN PÚBLICA,APF,011B01,ONCETV,XE-IPN CANAL 11,011B01001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00102978,2410659/ SRMYS/8054/24,DESARROLLADOR WEB,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-11-B01-011B01001-N-3505-2024,SERVICIOS,NACIONAL,,NO,NO,,,,28/10/2024 17:47,,15/10/2024 00:00,C-2024-00137260,XEIPN-2843-24,DESARROLLADOR WEB,APOYAR EN EL DISEÑO Y DESARROLLO DE PÁGINAS WEB Y SUS ACTUALIZACIONES DIARIAS.,NO,PUBLICADO,16/10/2024,31/12/2024,,37000.0,MXN,,,,,,,,,,,,,,,,,,,EASJ951110B90,JUAN PABLO ESTRADA SUAREZ,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/ce0f68b5b5554e10be8efcb9deea5d25/procedimiento,TIC,Desarrollo de software,NINGUNA
APF,12,SALUD,APF,012NDF,INR,INSTITUTO NACIONAL DE REHABILITACION LUIS GUILLERMO IBARRA IBARRA,012NDF999,SUBDIRECCION DE COMPRAS Y SUMINISTROS,E-2024-00018226,"SALUD/INRLGII/12/2024 EXPERTOS EN CÓMPUTO Y COMUNICACIONES, S.A. DE C.V.","SALUD/INRLGII/12/2024 EXPERTOS EN CÓMPUTO Y COMUNICACIONES, S.A. DE C.V.",32301,LAASSP,"ADJUDICACIÓN DIRECTA POR ADJUDICACIÓN A PROVEEDOR CON CONTRATO VIGENTE, BAJO LAS MISMAS CONDICIONES",ART. 41 FR. III,"PÉRDIDAS O COSTOS ADICIONALES, CUANTIFICADOS Y JUSTIFICADOS, O ENTRE OTROS SUPUESTOS, SE TRATE DE PROVEEDOR QUE TENGA CONTRATO VIGENTE ADJUDICADO POR LICITACIÓN PÚBLICA.",,NO,,,,,AA-12-NDF-012NDF999-N-114-2024,SERVICIOS,NACIONAL,,NO,NO,,,,29/02/2024 04:20,,,C-2024-00022124,"SALUD/INRLGII/12/2024 EXPERTOS EN CÓMPUTO Y COMUNICACIONES, S.A. DE C.V.","SALUD/INRLGII/12/2024 EXPERTOS EN CÓMPUTO Y COMUNICACIONES, S.A. DE C.V.","SERVICIO ADMINISTRADO, CONSOLIDADO Y PLURIANUAL PARA LA AUTOMATIZACIÓN DE PROCESOS SUSTANTIVOS DEL ÁREA MÉDICA 2024-2027",SI,PUBLICADO,01/03/2024,28/02/2027,08/03/2024 11:22,7102620.0,MXN,NO,2024-A-A-NAC-P-A-12-NDF-00010761,FORMALIZADO,08/03/2024 11:22,Abierto,4542660.0,,7102620.0,,MXN,NO,,,,,,,,ECC990609FI3,EXPERTOS EN COMPUTO Y COMUNICACIONES SA DE CV,17751,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/2c56559f6d69457192ab391104857e4a/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,10,ECONOMÍA,APF,010K2N,ESSA,"EXPORTADORA DE SAL, S.A. DE C.V.",010K2N001,GERENCIA DE ADQUISICIONES Y ALMACENES,E-2024-00010399,ADQUISICIÓN DE BIENES ESPECIALIZADOS,ADQUISICIÓN DE BIENES ESPECIALIZADOS,"29201, 51901, 54103, 56201, 56601, 56701",LAASSP,ADJUDICACIÓN DIRECTA POR LICITACIONES PÚBLICAS DESIERTAS,ART. 41 FR. VII,"SE HAYA DECLARADO DESIERTA UNA LICITACIÓN PÚBLICA, SIEMPRE QUE SE MANTENGAN LOS REQUISITOS ESTABLECIDOS EN LA CONVOCATORIA.",,NO,,,,,AA-10-K2N-010K2N001-N-72-2024,ADQUISICIONES,NACIONAL,,NO,NO,,,,06/02/2024 20:59,,,C-2024-00027111,ESSA-GAA-033-2024,ADQUISICIÓN DE BIENES ESPECIALIZADOS,"ADQUISICIÓN DE SISTEMA DE GESTIÓN
DE ENERGÍA ELÉCTRICA SCADA",NO,PUBLICADO,29/02/2024,31/12/2024,,2412078.57,MXN,,,,,,,,,,,,,,,,,,,ECN910416TV2,ELECTRO CONTROLES DEL NOROESTE SA DE CV,7802,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/b690576ee0e049e386cb6f08964786c1/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
GEM,67,CHIHUAHUA,GE,067P70,ICATECH,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE CHIHUAHUA,908093968,DIRECCIÓN ADMINISTRATIVA,E-2024-00045962,ICATECH/ADF/08/2024,ADQUISICION DE 250 LICENCIAS DE OFFICE 365 PARA EL USO DE OFICINAS CENTRALES,32701,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-67-P70-908093968-N-12-2024,ADQUISICIONES,NACIONAL,,NO,NO,,11U006-S ORG DESCENT ESTATALES,,09/07/2024 17:39,,07/05/2024 00:00,C-2024-00077058,CAB-070/2024/ICAT/DP,ADQUISICION DE 250 LICENCIAS DE OFFICE 365 PARA EL USO DE OFICINAS CENTRALES,ADQUISICIÓN DE 250 LICENCIAS DE OFFICE 365 PARA EL USO EN OFICINAS CENTRALES Y UNIDADES DE CAPACITACIÓN,NO,PUBLICADO,09/05/2024,31/12/2024,,172197.5,MXN,,,,,,,,,,,,,,,,,,,ECO1409258Y4,ESTRELLAS EN COMPUTO SA DE CV,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/13aff57cc7724826ad8d28174688186a/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
GEM,70,GUANAJUATO,GE,070Q94,UGTO,UNIVERSIDAD DE GUANAJUATO,911043999,DEPARTAMENTO DE ADQUISICIONES Y CONTROL DE BIENES,E-2024-00117607,ADF-078-2024,CONTRATACIÓN DE LA RENOVACIÓN DE PÓLIZA DE SOPORTE HYLAND ONBASE,32701,LAASSP,ADJUDICACIÓN DIRECTA POR LICITACIONES PÚBLICAS DESIERTAS,ART. 41 FR. VII,"SE HAYA DECLARADO DESIERTA UNA LICITACIÓN PÚBLICA, SIEMPRE QUE SE MANTENGAN LOS REQUISITOS ESTABLECIDOS EN LA CONVOCATORIA.",,NO,,,,,AA-70-Q94-911043999-N-6-2025,ADQUISICIONES,NACIONAL,,NO,NO,,11E010-SERV EDUC SUP Y POSGRADO,,19/02/2025 17:11,,27/12/2024 00:00,C-2025-00011096,UG-FED-AD-106-2024,CONTRATACIÓN DE LA RENOVACIÓN DE PÓLIZA DE SOPORTE HYLAND ONBASE,CONTRATACIÓN DE LA RENOVACIÓN DE PÓLIZA DE SOPORTE YMANTENIIMIENTO BÁSICO PARA LICENCIAMIENTO DE HYLAND ONBASE DEL 1 DE ENERO DE 2025 AL 31 DE DICIEMBRE DE 2025,NO,PUBLICADO,30/12/2024,31/12/2025,,261207.0,MXN,,,,,,,,,,,,,,,,,,,EDA030728532,EXPERT DATA SC,,MX,Mexicana,NO,NO ASIGNADO,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/8596adc747d74564a752ca6ab083fade/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,11,EDUCACIÓN PÚBLICA,APF,011B00,IPN,INSTITUTO POLITECNICO NACIONAL,011B00001,DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,E-2024-00056522,ESIMEZAC-PS-134-2024,CONTRATACIÓN DEL SERVICIO ESPECIALIZADO,33302,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-11-B00-011B00001-N-4299-2024,SERVICIOS,NACIONAL,,NO,NO,,,,22/05/2024 19:00,,16/05/2024 00:00,C-2024-00062653,ESIMEZAC-PS-134-2024,CONTRATACIÓN DEL SERVICIO ESPECIALIZADO,"CONTRATACIÓN DEL SERVICIO ESPECIALIZADO DE SOPORTE A LA OPERACIÓN DE LA PLATAFORMA INFORMATICA DEL SISTEMA DE ANALITICA Y VISUALIZACIÓN DE DATOS GEOGRAFICA DEL PROYECTO (SERVICIO INTEGRAL DE EVALUACIÓNDE CONECTIVIDAD DIGITAL) SIECD QUE SE LLEVA A CABO A TRÁVES DE LA ESCUELA SUPERIOR DE INGENIERÍA MÉCANICA Y ELECTRICA, UNIDAD ZACATENCO DEL INSTITUTO POLITÉCNICO NACIONAL",NO,PUBLICADO,16/05/2024,31/05/2024,31/05/2024 12:15,1000000.0,MXN,NO,2024-A-A-NAC-A-C-11-B00-00032450,FORMALIZADO,31/05/2024 12:15,Cerrado,1000000.0,,1160000.0,,MXN,NO,,,1000000.0,,,,,EGR190220525,EFTS GROUP SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/336bda151eb648e1a7b0d2af90afc917/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,10,ECONOMÍA,APF,010K2H,CENAM,CENTRO NACIONAL DE METROLOGIA,010K2H001,DIRECCION GENERAL DE ADMINISTRACION Y FINANZAS,E-2024-00034715,REQ. 830-12,SERVICIO DE PROGRAMACIÓN DE COMPONENTES DE SOFTWARE PARA EL CENAM,33301,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-10-K2H-010K2H001-N-80-2024,SERVICIOS,NACIONAL,,NO,NO,,,,10/04/2024 22:14,,,C-2024-00041421,ADQ-2024-158,SERVICIO DE PROGRAMACIÓN DE COMPONENTES DE SOFTWARE PARA EL CENAM,SERVICIO DE PROGRAMACIÓN DE COMPONENTES DE SOFTWARE PARA SU INTEGRACIÓN A LOS SISTEMAS INFORMÁTICOS DESARROLLADOS POR LA UNIDAD DE INFORMÁTICA Y COMUNICACIONES DEL CENAM,NO,PUBLICADO,16/04/2024,31/12/2024,17/04/2024 10:02,171648.28,MXN,SI,2024-A-A-NAC-A-C-10-K2H-00021274,FORMALIZADO,17/04/2024 10:02,Cerrado,171648.28,,199112.0,,MXN,SI,2024-A-A-NAC-A-C-10-K2H-00021274-0001,21/02/2025 00:00,171648.28,,199112.0,,13/12/2024 12:59,EIFE960818F73,JOSE ESAUL ESPINOZA FLORES,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/128b90a082fe4c82b3fb7b5b69d6f5e4/procedimiento,TIC,Desarrollo de software,NINGUNA
APF,38,"CIENCIA, HUMANIDADES, TECNOLOGÍA E INNOVACIÓN",APF,03891W,IPICYT,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",03891W001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00001721,CENTRO NACIONAL DE SUPERCOMPUTO,SERVICIO DE SOPORTE TÉCNICO PARA EL SISTEMA PARALLELS VIRTUOZZO,33901,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-38-91W-03891W001-N-3-2024,SERVICIOS,NACIONAL,,NO,NO,,,,08/01/2024 20:33,,,C-2024-00014278,57/2024,SERVICIO DE SOPORTE TÉCNICO PARA EL SISTEMA PARALLELS VIRTUOZZO,SERVICIO DE SOPORTE TÉCNICO PARA EL SISTEMA DE VIRTUALIZACIÓN PARALLELS VIRTUOZZO.,NO,PUBLICADO,06/02/2024,30/06/2024,,374137.93,MXN,,,,,,,,,,,,,,,,,,,EIN091008U81,E-NGENIUM INFRAESTRUCTURA S DE RL DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/1d8113e95a064053a50c50fd4fa12813/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006HKI,SHF,"SOCIEDAD HIPOTECARIA FEDERAL, S.N.C.",006HKI002,DIRECCIÓN GENERAL ADJUNTO DE ADMINISTRACIÓN Y OPERACIONES,E-2024-00111182,SHFDARM/TI/074/2024,SERVICIOS DE SOPORTE TÉCNICO Y ACTUALIZACIÓN DE LICENCIAMIENTO DEL SISTEMA PROAC,32701,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 41 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-06-HKI-006HKI002-N-70-2024,SERVICIOS,NACIONAL,,NO,NO,,,,29/11/2024 19:37,,27/11/2024 00:00,C-2024-00145138,SHFDARM/TI/074/2024,SERVICIOS DE SOPORTE TÉCNICO Y ACTUALIZACIÓN DE LICENCIAMIENTO DEL SISTEMA PROAC,CONTRATACIÓN DE LOS SERVICIOS DE SOPORTE TÉCNICO Y ACTUALIZACIÓN DE LICENCIAMIENTO DEL SISTEMA PROACTIVANET,NO,PUBLICADO,07/12/2024,06/12/2025,29/11/2024 17:38,1330787.66,MXN,NO,2024-A-A-NAC-A-C-06-HKI-00066175,FORMALIZADO,29/11/2024 17:38,Cerrado,1330787.66,,1543713.69,,MXN,NO,,,1330787.66,,,,,EMS121130A52,ESPIRAL MS SOFTWARE AMERICA SA DE CV,,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/2827d3042587417b94b82a60309cf276/procedimiento,TIC,Adquisición de licencias de software,NINGUNA
APF,6,HACIENDA Y CRÉDITO PÚBLICO,APF,006GSA,AGROASEMEX,"AGROASEMEX, S.A.",006GSA001,"UNIDAD DE ADMINISTRACIÓN Y FINANZAS, DIRECCIÓN DE ADMINISTRACIÓN",E-2024-00095318,LPN-002/2024,SOPORTE A LA OPERACIÓN DEL SISTEMA GRP SAP,33304,LAASSP,LICITACIÓN PÚBLICA,,,,NO,,,,,LA-06-GSA-006GSA001-N-40-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,02/10/2024 19:01,17/10/2024 19:00,21/10/2024 19:00,C-2024-00135994,LPN-002/2024,SOPORTE A LA OPERACIÓN DEL SISTEMA GRP SAP,SERVICIOS DE SOPORTE A LA OPERACIÓN DEL SISTEMA GRP SAP,SI,PUBLICADO,22/10/2024,21/10/2025,05/11/2024 12:50,648000.0,MXN,NO,2024-A-L-NAC-P-C-06-GSA-00060487,FORMALIZADO,05/11/2024 12:50,Cerrado,648000.0,,751680.0,,MXN,NO,,,648000.0,,,,,ENA001020JM4,ENABLE SC,70527,MX,MEXICANA,NO,MEDIANA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/74106c0d9eb744abbf6b16dac4d7834d/procedimiento,TIC,Mantenimiento de software institucional,Sap
APF,12,SALUD,APF,012NDY,INSP,INSTITUTO NACIONAL DE SALUD PUBLICA,012NDY001,DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,E-2024-00098229,DAF/SGYM1272/2024,"SERVICIO DE SOPORTE TÉCNICO, ASESORÍA, CONFIGURACIÓN EN AMBIENTE DE PRODUCCIÓN",33304,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-12-NDY-012NDY001-N-668-2024,SERVICIOS,NACIONAL,,NO,NO,,,,02/10/2024 19:53,,02/10/2024 00:00,C-2024-00129280,DAF/SGYM1272/2024,"SERVICIO DE SOPORTE TÉCNICO, ASESORÍA, CONFIGURACIÓN EN AMBIENTE DE PRODUCCIÓN","SERVICIO DE SOPORTE TÉCNICO, ASESORÍA, CONFIGURACIÓN EN AMBIENTE DE PRODUCCIÓN Y ACOMPAÑAMIENTO TÉCNICO EN EL PROCESO DE IMPLEMENTACIÓN Y ARRANQUE DE OPERACIONES (GO LIVE AND SUPPORT) BAJO LA PLATAFORMA MICROSOFT DYNAMICS 365 BUSINESS CENTRAL PARA LOS USUARIOS DE LA SEDE EN TAPACHULA Y TLALPAN.",NO,PUBLICADO,02/10/2024,20/12/2024,04/10/2024 19:21,142241.38,MXN,NO,2024-A-A-NAC-A-C-12-NDY-00057115,FORMALIZADO,04/10/2024 19:21,Cerrado,142241.38,,165000.0,,MXN,NO,,,142241.38,,,,,ENA140731VBA,ESTRATEGA EN NEGOCIOS AGLAIA SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/b661b95892c547f693cae9e5a55b766e/procedimiento,TIC,Mantenimiento de software institucional,Microsoft
APF,12,SALUD,APF,012NDY,INSP,INSTITUTO NACIONAL DE SALUD PUBLICA,012NDY001,DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,E-2024-00098795,DAF/SGYM1270/2024,RENOVACIÓN DE LA PÓLIZA DE ACTUALIZACIÓN Y MANTENIMIENTO,33304,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-12-NDY-012NDY001-N-674-2024,SERVICIOS,NACIONAL,,NO,NO,,,,04/10/2024 18:13,,04/10/2024 00:00,C-2024-00130379,DAF/SGYM1270/2024,RENOVACIÓN DE LA PÓLIZA DE ACTUALIZACIÓN Y MANTENIMIENTO,RENOVACIÓN DE LA PÓLIZA DE ACTUALIZACIÓN Y MANTENIMIENTO DE LA PLATAFORMA MICROSOFT DYNAMICS 365 BUSINESS CENTRAL.,NO,PUBLICADO,16/11/2024,15/11/2025,04/10/2024 19:23,449380.98,MXN,NO,2024-A-A-NAC-A-C-12-NDY-00057422,FORMALIZADO,04/10/2024 19:23,Cerrado,449380.98,,521281.94,,MXN,NO,,,449380.98,,,,,ENA140731VBA,ESTRATEGA EN NEGOCIOS AGLAIA SA DE CV,,MX,MEXICANA,NO,PEQUEÑA,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/5d451f72d1a445e9923042c291d7d635/procedimiento,TIC,Mantenimiento de software institucional,Microsoft
APF,48,CULTURA,APF,48000,CULTURA,SECRETARIA DE CULTURA,48410003,DEPARTAMENTO DE COMITE,E-2024-00018045,SC/INDAUTOR/PSP/00615/2024,BRINDAR EL APOYO EN EL ANÁLISIS SOBRE EL ESTADO ACTUAL EN LA ATENCIÓN DE LOS TRÁ,33901,LAASSP,"ADJUDICACIÓN DIRECTA POR SERVICIOS PRESTADOS POR PERSONA FÍSICA, QUE NO REQUIERA DE OTRO ESPECIALISTA O TÉCNICO",ART. 41 FR. XIV,"SERVICIOS PRESTADOS POR PERSONA FÍSICA (FRACCIÓN VII, DEL ARTÍCULO 3 DE LA LEY), Y QUE NO REQUIERER LA UTILIZACIÓN DE MÁS DE UN ESPECIALISTA O TÉCNICO.",,NO,,,,,AA-48-410-048410003-N-535-2024,SERVICIOS,NACIONAL,,NO,NO,,,,02/03/2024 00:44,,,C-2024-00022176,SC/INDAUTOR/PSP/00615/2024,BRINDAR EL APOYO EN EL ANÁLISIS SOBRE EL ESTADO ACTUAL EN LA ATENCIÓN DE LOS TRÁ,"BRINDAR EL APOYO EN EL ANÁLISIS SOBRE EL ESTADO ACTUAL EN LA ATENCIÓN DE LOS TRÁMITES DE SOLICITUD DE NÚMERO ISSN A TRAVÉS DEL SISTEMA EN LÍNEA DEL CENTRO NACIONAL ISSN MÉXICO DEL INSTITUTO NACIONAL DEL DERECHO DE AUTOR (INDAUTOR), CON EL FIN DE IDENTIFICAR LAS NECESIDADES QUE SE REQUIEREN PARA LA MIGRACIÓN A UN SISTEMA O PLATAFORMA NUEVO, CON EL PROPÓSITO DE CONTAR CON LAS HERRAMIENTAS QUE PERMITAN LA CREACIÓN DE UN NUEVO SISTEMA O PLATAFORMA DE ATENCIÓN DEL TRÁMITE EN LÍNEA.",NO,PUBLICADO,01/02/2024,30/06/2024,10/04/2024 11:36,109288.62,MXN,NO,2024-A-A-NAC-A-C-48-I00-00012442,FORMALIZADO,10/04/2024 11:36,Cerrado,109288.62,,126774.8,,MXN,NO,,,109288.62,,,,,EODR9804227Z3,RICARDO ESCOBAR DELGADO,,MX,MEXICANA,NO,NO MIPYME,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/2912e18a791a455cbfd0e4db0e272952/procedimiento,TIC,Mantenimiento de software institucional,NINGUNA
